HotelName,StartRating,Value,Location,Sleep Quality,Rooms,Cleanliness,Service,Overall Rating,Continent of Origin,Travel Type
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Holiday Inn Singapore Orchard City Centre,4.0 ,3 ,5 ,4 ,3 ,4 ,3 ,3 ,Asia,Family
Furama City Centre,4.0 ,2 ,5 ,3 ,2 ,3 ,1 ,2 ,Asia,Business
Hotel Miramar,3.5 ,2 ,2 ,3 ,3 ,4 ,1 ,2 ,Asia,Couple
River View Hotel Singapore,3.5 ,3 ,4 ,3 ,2 ,4 ,3 ,3 ,Asia,Couple
Broadway Hotel Singapore,,2 ,3 ,2 ,1 ,1 ,3 ,2 ,Asia,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Asia,Business
Ibis Singapore on Bencoolen,3.0 ,3 ,4 ,3 ,3 ,4 ,4 ,4 ,Asia,Business
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Couple
Novotel Singapore Clarke Quay,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,4 ,Asia,Couple
Hotel 81 Dickson,2.0 ,1 ,4 ,1 ,1 ,3 ,1 ,1 ,Asia,Couple
Ibis Singapore on Bencoolen,3.0 ,4 ,4 ,4 ,4 ,4 ,5 ,5 ,Asia,Family
Shangri-La Hotel,5.0 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Couple
Hilton Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Marina Mandarin Singapore,4.5 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,North America,Business
Grand Park Orchard,5.0 ,1 ,4 ,2 ,2 ,2 ,2 ,2 ,North America,Business
Conrad Centennial Singapore,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Royal Plaza on Scotts,4.5 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,Oceania,Couple
"Traders Hotel, Singapore",4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
"Traders Hotel, Singapore",4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Couple
Swissotel Merchant Court,4.0 ,5 ,5 ,4 ,4 ,5 ,5 ,5 ,North America,Business
Victoria Hotel,2.0 ,4 ,5 ,4 ,3 ,5 ,4 ,5 ,Europe,Couple
Fairmont Singapore,4.5 ,3 ,5 ,3 ,3 ,3 ,3 ,3 ,Europe,Couple
Fullerton Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Novotel Singapore Clarke Quay,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Hotel Royal at Queens,4.0 ,1 ,5 ,2 ,1 ,1 ,1 ,1 ,Europe,Business
Park Hotel Clarke Quay,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Family
Pan Pacific Singapore,4.5 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Family
Marina Bay Sands,5.0 ,2 ,5 ,1 ,2 ,3 ,1 ,2 ,Europe,Business
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,3 ,4 ,5 ,5 ,5 ,5 ,5 ,North America,Business
Park Hotel Clarke Quay,4.0 ,5 ,5 ,3 ,3 ,5 ,4 ,4 ,Europe,Business
Swissotel The Stamford,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,4 ,5 ,4 ,4 ,5 ,5 ,4 ,Europe,Couple
Rendezvous Hotel Singapore,4.0 ,1 ,5 ,4 ,3 ,3 ,1 ,1 ,Europe,Business
Shangri-La Hotel,5.0 ,3 ,4 ,3 ,5 ,4 ,5 ,3 ,Europe,Couple
Mandarin Orchard Singapore,4.5 ,3 ,4 ,4 ,3 ,4 ,3 ,3 ,Europe,Couple
Fragrance Hotel - Selegie,2.0 ,4 ,4 ,2 ,2 ,3 ,3 ,3 ,Europe,Couple
Shangri-La Hotel,5.0 ,3 ,3 ,5 ,5 ,4 ,3 ,4 ,Europe,Family
Marina Mandarin Singapore,4.5 ,1 ,4 ,1 ,1 ,3 ,3 ,1 ,Europe,Family
Fragrance Hotel - Oasis,2.0 ,3 ,2 ,4 ,3 ,4 ,4 ,3 ,Europe,Family
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,4 ,4 ,5 ,3 ,4 ,Europe,Couple
Swissotel Merchant Court,4.0 ,4 ,4 ,3 ,4 ,4 ,3 ,4 ,Europe,Couple
Holiday Inn Atrium Singapore,4.0 ,5 ,3 ,5 ,3 ,5 ,5 ,4 ,Europe,Couple
Marina Bay Sands,5.0 ,4 ,4 ,5 ,5 ,4 ,5 ,5 ,Europe,Couple
Hotel 81 - Geylang,2.0 ,2 ,3 ,3 ,2 ,2 ,2 ,2 ,Europe,Couple
Four Seasons Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,3 ,3 ,5 ,2 ,4 ,Europe,Family
Hotel Miramar,3.5 ,5 ,5 ,5 ,5 ,5 ,5 ,1 ,Europe,Couple
The Scarlet Hotel,4.0 ,4 ,4 ,5 ,3 ,5 ,5 ,4 ,Europe,Couple
Pan Pacific Orchard,4.5 ,5 ,5 ,5 ,5 ,5 ,4 ,5 ,North America,Family
Four Seasons Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Peninsula Excelsior Hotel,3.5 ,4 ,5 ,5 ,3 ,5 ,3 ,3 ,Oceania,Couple
Marina Bay Sands,5.0 ,2 ,5 ,3 ,4 ,5 ,2 ,3 ,Europe,Couple
The Saff,3.5 ,4 ,3 ,5 ,3 ,4 ,3 ,3 ,Europe,Business
Swissotel The Stamford,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,4 ,Asia,Business
Marina Bay Sands,5.0 ,3 ,3 ,4 ,3 ,3 ,3 ,4 ,Asia,Business
Mandarin Orchard Singapore,4.5 ,3 ,5 ,4 ,3 ,3 ,3 ,3 ,Asia,Business
Peninsula Excelsior Hotel,3.5 ,2 ,3 ,2 ,2 ,1 ,3 ,1 ,Asia,Business
Landmark Village Hotel,3.0 ,5 ,4 ,5 ,4 ,5 ,5 ,4 ,Asia,Business
Quincy Hotel,4.0 ,3 ,4 ,3 ,2 ,3 ,4 ,3 ,Asia,Couple
Grand Mercure Roxy Singapore,4.0 ,3 ,3 ,4 ,3 ,3 ,3 ,3 ,Asia,Couple
Grand Mercure Roxy Singapore,4.0 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Asia,Family
Fairmont Singapore,4.5 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Business
Marina Mandarin Singapore,4.5 ,3 ,4 ,4 ,3 ,4 ,4 ,4 ,Asia,Business
River View Hotel Singapore,3.5 ,2 ,4 ,3 ,3 ,3 ,2 ,3 ,Asia,Business
Royal Plaza on Scotts,4.5 ,1 ,5 ,3 ,3 ,4 ,1 ,3 ,Asia,Couple
South East Asia Hotel,,5 ,5 ,4 ,4 ,3 ,4 ,4 ,Asia,Family
Peninsula Excelsior Hotel,3.5 ,4 ,5 ,4 ,4 ,4 ,3 ,4 ,Asia,Couple
Quincy Hotel,4.0 ,5 ,5 ,4 ,4 ,4 ,4 ,5 ,Asia,Business
Goodwood Park Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,3 ,1 ,3 ,3 ,1 ,1 ,Asia,Business
Albert Court Village Hotel,3.5 ,1 ,3 ,2 ,2 ,2 ,2 ,2 ,Asia,Business
InterContinental Singapore,5.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Couple
Goodwood Park Hotel,4.0 ,1 ,4 ,3 ,1 ,3 ,3 ,2 ,Asia,Couple
Marina Bay Sands,5.0 ,4 ,4 ,4 ,4 ,5 ,5 ,5 ,Asia,Couple
Marina Bay Sands,5.0 ,4 ,5 ,5 ,4 ,4 ,4 ,4 ,Asia,Couple
InterContinental Singapore,5.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Family
Novotel Singapore Clarke Quay,4.0 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Business
Peninsula Excelsior Hotel,3.5 ,4 ,4 ,3 ,3 ,3 ,3 ,3 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,5 ,5 ,5 ,3 ,4 ,Oceania,Couple
Pan Pacific Orchard,4.5 ,2 ,4 ,3 ,3 ,4 ,2 ,2 ,Oceania,Couple
Studio M Hotel,4.0 ,4 ,4 ,3 ,2 ,4 ,4 ,3 ,Oceania,Couple
Peninsula Excelsior Hotel,3.5 ,2 ,5 ,1 ,3 ,1 ,1 ,2 ,Oceania,Couple
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Novotel Singapore Clarke Quay,4.0 ,5 ,5 ,5 ,4 ,4 ,5 ,5 ,Oceania,Family
Grand Mercure Roxy Singapore,4.0 ,4 ,4 ,5 ,4 ,5 ,4 ,4 ,Oceania,Family
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Pan Pacific Orchard,4.5 ,4 ,5 ,3 ,3 ,4 ,4 ,4 ,North America,Business
Grand Park City Hall,5.0 ,4 ,5 ,3 ,4 ,4 ,5 ,4 ,North America,Business
Rendezvous Hotel Singapore,4.0 ,3 ,4 ,1 ,4 ,5 ,4 ,2 ,Europe,Business
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Couple
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Swissotel The Stamford,4.5 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,Europe,Couple
Robertson Quay Hotel,2.5 ,3 ,5 ,3 ,3 ,3 ,3 ,3 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,4 ,3 ,4 ,4 ,5 ,4 ,4 ,Asia,Business
"Mandarin Oriental, Singapore",5.0 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,Asia,Business
Conrad Centennial Singapore,5.0 ,5 ,3 ,3 ,4 ,5 ,4 ,4 ,Asia,Business
Ritz-Carlton Millenia Singapore,5.0 ,3 ,4 ,3 ,5 ,5 ,4 ,4 ,Asia,Business
Ritz-Carlton Millenia Singapore,5.0 ,4 ,4 ,5 ,5 ,5 ,4 ,4 ,Asia,Business
Fairmont Singapore,4.5 ,4 ,4 ,2 ,4 ,4 ,3 ,4 ,Asia,Business
Four Seasons Hotel Singapore,5.0 ,3 ,5 ,4 ,4 ,5 ,2 ,3 ,Asia,Business
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
The St. Regis Singapore,5.0 ,1 ,3 ,4 ,4 ,3 ,1 ,1 ,Asia,Business
Quincy Hotel,4.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Business
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,4 ,4 ,4 ,5 ,Asia,Business
Fullerton Hotel Singapore,5.0 ,3 ,5 ,5 ,4 ,5 ,3 ,4 ,Asia,Business
Fullerton Hotel Singapore,5.0 ,4 ,4 ,5 ,3 ,4 ,3 ,4 ,Asia,Business
Royal Plaza on Scotts,4.5 ,4 ,5 ,5 ,4 ,3 ,4 ,3 ,Asia,Business
Royal Plaza on Scotts,4.5 ,4 ,4 ,5 ,4 ,4 ,4 ,5 ,Asia,Business
The Regent Singapore,5.0 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,Asia,Business
Wangz Hotel,4.0 ,5 ,3 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Wangz Hotel,4.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Goodwood Park Hotel,4.0 ,2 ,5 ,4 ,2 ,3 ,4 ,3 ,Asia,Business
Swissotel Merchant Court,4.0 ,4 ,5 ,5 ,4 ,4 ,5 ,4 ,Asia,Business
Marriott Hotel Singapore,4.5 ,3 ,5 ,4 ,3 ,4 ,5 ,4 ,Asia,Business
Pan Pacific Orchard,4.5 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,Asia,Business
The Scarlet Hotel,4.0 ,4 ,4 ,4 ,4 ,4 ,5 ,4 ,Asia,Business
Grand Park City Hall,5.0 ,3 ,4 ,3 ,3 ,3 ,3 ,3 ,Asia,Business
Novotel Singapore Clarke Quay,4.0 ,4 ,5 ,4 ,4 ,5 ,5 ,4 ,Asia,Business
Novotel Singapore Clarke Quay,4.0 ,3 ,4 ,3 ,3 ,3 ,2 ,3 ,Asia,Business
Rendezvous Hotel Singapore,4.0 ,1 ,5 ,4 ,3 ,4 ,3 ,3 ,Asia,Business
Rendezvous Hotel Singapore,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,4 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,1 ,1 ,2 ,3 ,1 ,1 ,Asia,Business
Marina Bay Sands,5.0 ,4 ,5 ,4 ,4 ,5 ,5 ,4 ,Asia,Business
Marina Bay Sands,5.0 ,3 ,3 ,4 ,3 ,3 ,3 ,3 ,Asia,Business
Marina Bay Sands,5.0 ,5 ,5 ,5 ,4 ,5 ,4 ,4 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,3 ,3 ,3 ,4 ,1 ,1 ,Asia,Business
Marina Bay Sands,5.0 ,2 ,4 ,3 ,3 ,4 ,3 ,4 ,Asia,Business
Marina Bay Sands,5.0 ,3 ,3 ,5 ,5 ,4 ,3 ,4 ,Asia,Business
Marina Bay Sands,5.0 ,2 ,3 ,2 ,3 ,1 ,1 ,2 ,Asia,Business
Marina Bay Sands,5.0 ,2 ,2 ,4 ,4 ,2 ,2 ,2 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,1 ,5 ,3 ,5 ,1 ,1 ,Asia,Business
Aqueen Hotel Lavender,,2 ,3 ,1 ,3 ,4 ,3 ,2 ,Asia,Business
M Hotel Singapore,4.0 ,2 ,2 ,3 ,3 ,4 ,3 ,3 ,Asia,Business
M Hotel Singapore,4.0 ,4 ,4 ,5 ,4 ,4 ,3 ,4 ,Asia,Business
Carlton Hotel Singapore,4.0 ,3 ,5 ,3 ,3 ,4 ,4 ,3 ,Asia,Business
Mandarin Orchard Singapore,4.5 ,3 ,5 ,2 ,2 ,3 ,5 ,3 ,Asia,Business
Furama City Centre,4.0 ,3 ,3 ,4 ,3 ,3 ,3 ,3 ,Asia,Business
Amara Singapore Hotel,4.0 ,5 ,3 ,5 ,5 ,5 ,5 ,4 ,Asia,Business
Amara Singapore Hotel,4.0 ,3 ,3 ,4 ,4 ,4 ,3 ,3 ,Asia,Business
Studio M Hotel,4.0 ,4 ,3 ,4 ,3 ,5 ,4 ,3 ,Asia,Business
Albert Court Village Hotel,3.5 ,3 ,5 ,4 ,2 ,2 ,2 ,3 ,Asia,Business
Robertson Quay Hotel,2.5 ,1 ,3 ,1 ,1 ,1 ,1 ,1 ,Asia,Business
"Mandarin Oriental, Singapore",5.0 ,3 ,5 ,2 ,3 ,4 ,2 ,3 ,Asia,Couple
"Mandarin Oriental, Singapore",5.0 ,1 ,5 ,5 ,2 ,5 ,1 ,1 ,Asia,Couple
Naumi Hotel,4.5 ,3 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Couple
Naumi Hotel,4.5 ,5 ,5 ,5 ,5 ,5 ,4 ,4 ,Asia,Couple
Naumi Hotel,4.5 ,1 ,4 ,3 ,2 ,1 ,1 ,2 ,Asia,Couple
Ritz-Carlton Millenia Singapore,5.0 ,3 ,4 ,4 ,4 ,4 ,3 ,3 ,Asia,Couple
InterContinental Singapore,5.0 ,3 ,5 ,4 ,5 ,5 ,5 ,5 ,Asia,Couple
InterContinental Singapore,5.0 ,1 ,3 ,1 ,1 ,1 ,1 ,1 ,Asia,Couple
InterContinental Singapore,5.0 ,2 ,3 ,3 ,2 ,2 ,4 ,3 ,Asia,Couple
Quincy Hotel,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Couple
Fullerton Hotel Singapore,5.0 ,1 ,4 ,5 ,1 ,3 ,4 ,3 ,Asia,Couple
Fullerton Hotel Singapore,5.0 ,4 ,5 ,3 ,3 ,5 ,5 ,5 ,Asia,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Asia,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Couple
The Regent Singapore,5.0 ,2 ,2 ,1 ,1 ,3 ,1 ,3 ,Asia,Couple
Park Hotel Clarke Quay,4.0 ,4 ,4 ,4 ,4 ,5 ,3 ,4 ,Asia,Couple
Marina Mandarin Singapore,4.5 ,2 ,4 ,4 ,3 ,3 ,3 ,4 ,Asia,Couple
Grand Park Orchard,5.0 ,1 ,4 ,1 ,3 ,4 ,3 ,1 ,Asia,Couple
Pan Pacific Orchard,4.5 ,1 ,3 ,3 ,3 ,3 ,1 ,2 ,Asia,Couple
The Scarlet Hotel,4.0 ,4 ,4 ,4 ,3 ,5 ,4 ,4 ,Asia,Couple
The Scarlet Hotel,4.0 ,2 ,2 ,2 ,2 ,2 ,4 ,2 ,Asia,Couple
Novotel Singapore Clarke Quay,4.0 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,Asia,Couple
Holiday Inn Atrium Singapore,4.0 ,4 ,4 ,5 ,5 ,5 ,4 ,5 ,Asia,Couple
Marina Bay Sands,5.0 ,4 ,3 ,5 ,4 ,5 ,5 ,4 ,Asia,Couple
Marina Bay Sands,5.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Couple
Marina Bay Sands,5.0 ,1 ,4 ,2 ,1 ,3 ,1 ,1 ,Asia,Couple
Marina Bay Sands,5.0 ,2 ,4 ,5 ,3 ,4 ,4 ,3 ,Asia,Couple
Marina Bay Sands,5.0 ,4 ,5 ,5 ,4 ,4 ,3 ,4 ,Asia,Couple
Marina Bay Sands,5.0 ,3 ,4 ,5 ,4 ,5 ,2 ,3 ,Asia,Couple
Marina Bay Sands,5.0 ,2 ,2 ,5 ,5 ,5 ,2 ,3 ,Asia,Couple
Marina Bay Sands,5.0 ,1 ,2 ,3 ,3 ,3 ,1 ,2 ,Asia,Couple
Marina Bay Sands,5.0 ,1 ,3 ,1 ,2 ,3 ,1 ,1 ,Asia,Couple
Marina Bay Sands,5.0 ,1 ,2 ,1 ,1 ,3 ,1 ,1 ,Asia,Couple
M Hotel Singapore,4.0 ,3 ,4 ,3 ,3 ,4 ,4 ,4 ,Asia,Couple
Mandarin Orchard Singapore,4.5 ,4 ,5 ,5 ,5 ,4 ,4 ,5 ,Asia,Couple
Value Hotel Balestier,2.0 ,4 ,2 ,4 ,3 ,4 ,4 ,4 ,Asia,Couple
Studio M Hotel,4.0 ,4 ,3 ,4 ,4 ,4 ,3 ,3 ,Asia,Couple
Orchard Parade - A Far East Hotel,3.5 ,3 ,5 ,3 ,3 ,3 ,3 ,3 ,Asia,Couple
The Saff,3.5 ,4 ,5 ,4 ,3 ,4 ,4 ,4 ,Asia,Couple
Pan Pacific Singapore,4.5 ,4 ,4 ,5 ,5 ,4 ,5 ,4 ,Asia,Family
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,4 ,5 ,4 ,4 ,Asia,Family
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,4 ,3 ,5 ,5 ,Asia,Family
Naumi Hotel,4.5 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Asia,Family
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Fairmont Singapore,4.5 ,4 ,4 ,2 ,4 ,4 ,3 ,4 ,Asia,Family
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,4 ,5 ,4 ,Asia,Family
The St. Regis Singapore,5.0 ,1 ,3 ,4 ,4 ,3 ,1 ,1 ,Asia,Family
The St. Regis Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Quincy Hotel,4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Family
Grand Hyatt Singapore,5.0 ,5 ,5 ,3 ,4 ,5 ,4 ,4 ,Asia,Family
Grand Hyatt Singapore,5.0 ,4 ,5 ,3 ,5 ,4 ,3 ,4 ,Asia,Family
The Regent Singapore,5.0 ,2 ,2 ,2 ,2 ,2 ,4 ,2 ,Asia,Family
"Traders Hotel, Singapore",4.0 ,4 ,3 ,4 ,3 ,4 ,4 ,4 ,Asia,Family
"Traders Hotel, Singapore",4.0 ,3 ,2 ,3 ,3 ,4 ,5 ,3 ,Asia,Family
Grand Copthorne Waterfront Hotel,4.0 ,1 ,2 ,3 ,1 ,1 ,2 ,2 ,Asia,Family
Studio M Hotel,4.0 ,2 ,4 ,2 ,2 ,2 ,1 ,2 ,Asia,Family
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
"Mandarin Oriental, Singapore",5.0 ,2 ,4 ,4 ,4 ,5 ,2 ,3 ,Asia,Business
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Business
Conrad Centennial Singapore,5.0 ,3 ,5 ,4 ,3 ,3 ,5 ,4 ,Asia,Business
Conrad Centennial Singapore,5.0 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,Asia,Business
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Fairmont Singapore,4.5 ,4 ,4 ,4 ,4 ,4 ,3 ,4 ,Asia,Business
Fairmont Singapore,4.5 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Business
Fairmont Singapore,4.5 ,1 ,3 ,1 ,1 ,1 ,1 ,1 ,Asia,Business
Fairmont Singapore,4.5 ,4 ,5 ,4 ,4 ,4 ,2 ,3 ,Asia,Business
Fairmont Singapore,4.5 ,2 ,5 ,5 ,3 ,5 ,1 ,3 ,Asia,Business
Four Seasons Hotel Singapore,5.0 ,3 ,4 ,4 ,3 ,4 ,3 ,3 ,Asia,Business
InterContinental Singapore,5.0 ,3 ,5 ,5 ,4 ,4 ,3 ,4 ,Asia,Business
Fullerton Hotel Singapore,5.0 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,Asia,Business
Fullerton Hotel Singapore,5.0 ,3 ,4 ,3 ,2 ,3 ,4 ,3 ,Asia,Business
Fullerton Hotel Singapore,5.0 ,3 ,4 ,3 ,2 ,4 ,3 ,3 ,Asia,Business
Grand Hyatt Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Grand Hyatt Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Hilton Singapore,4.5 ,2 ,4 ,3 ,3 ,3 ,4 ,3 ,Asia,Business
Park Hotel Clarke Quay,4.0 ,1 ,5 ,1 ,2 ,1 ,3 ,2 ,Asia,Business
Wangz Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Goodwood Park Hotel,4.0 ,3 ,5 ,4 ,4 ,4 ,3 ,4 ,Asia,Business
Swissotel The Stamford,4.5 ,3 ,3 ,3 ,2 ,3 ,4 ,3 ,Asia,Business
Swissotel The Stamford,4.5 ,1 ,4 ,2 ,2 ,2 ,1 ,2 ,Asia,Business
Swissotel The Stamford,4.5 ,4 ,5 ,4 ,4 ,4 ,3 ,4 ,Asia,Business
Swissotel Merchant Court,4.0 ,4 ,4 ,2 ,2 ,4 ,3 ,3 ,Asia,Business
"Traders Hotel, Singapore",4.0 ,3 ,4 ,3 ,3 ,3 ,3 ,3 ,Asia,Business
"Traders Hotel, Singapore",4.0 ,2 ,4 ,3 ,2 ,4 ,3 ,3 ,Asia,Business
Novotel Singapore Clarke Quay,4.0 ,2 ,5 ,3 ,3 ,5 ,4 ,4 ,Asia,Business
Novotel Singapore Clarke Quay,4.0 ,4 ,5 ,5 ,4 ,3 ,4 ,4 ,Asia,Business
Rendezvous Hotel Singapore,4.0 ,2 ,5 ,5 ,4 ,4 ,3 ,3 ,Asia,Business
Rendezvous Hotel Singapore,4.0 ,1 ,3 ,1 ,1 ,4 ,4 ,1 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,4 ,1 ,1 ,3 ,3 ,1 ,Asia,Business
Marina Bay Sands,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,3 ,3 ,3 ,5 ,1 ,1 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,Asia,Business
Marina Bay Sands,5.0 ,2 ,2 ,4 ,4 ,3 ,1 ,2 ,Asia,Business
Marina Bay Sands,5.0 ,4 ,4 ,4 ,4 ,4 ,4 ,3 ,Asia,Business
Marina Bay Sands,5.0 ,1 ,3 ,1 ,4 ,4 ,1 ,1 ,Asia,Business
Marina Bay Sands,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Marina Bay Sands,5.0 ,3 ,3 ,3 ,4 ,4 ,2 ,3 ,Asia,Business
Grand Copthorne Waterfront Hotel,4.0 ,2 ,4 ,2 ,3 ,3 ,3 ,3 ,Asia,Business
Hotel Royal at Queens,4.0 ,1 ,4 ,1 ,1 ,1 ,2 ,1 ,Asia,Business
City Bayview Singapore,3.0 ,3 ,5 ,3 ,3 ,1 ,3 ,2 ,Asia,Business
The Saff,3.5 ,3 ,4 ,1 ,3 ,3 ,3 ,3 ,Asia,Business
Sheraton Towers Singapore,4.5 ,1 ,4 ,2 ,1 ,2 ,2 ,1 ,Asia,Business
Gallery Hotel,3.0 ,3 ,3 ,3 ,3 ,3 ,3 ,4 ,Asia,Business
Gallery Hotel,3.0 ,3 ,4 ,4 ,3 ,2 ,4 ,3 ,Asia,Business
Link Hotel,4.0 ,2 ,3 ,3 ,1 ,1 ,3 ,2 ,Asia,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,4 ,3 ,4 ,5 ,4 ,Asia,Couple
